height1,weight1,reach1,stance1,age1,slpm1,str_acc1,sapm1,str_def1,td_avg1,td_acc1,td_def1,sub_avg1,height2,weight2,reach2,stance2,age2,slpm2,str_acc2,sapm2,str_def2,td_avg2,td_acc2,td_def2,sub_avg2,result
0,0,0,0,25,4.77,54,2.77,0,1.02,33,73,0.4,0,0,0,0,25,3.25,60,2.17,0,1.4,25,85,1.2,0
0,0,0,0,25,5.26,61,2.23,0,0.7,25,43,0.6,0,0,0,0,25,4.97,57,2.99,0,0.61,66,72,0.2,1
0,0,0,0,25,4.97,57,2.99,0,0.61,66,72,0.2,0,0,0,0,25,5.26,61,2.23,0,0.7,25,43,0.6,0
0,0,0,0,25,2.44,59,1.64,0,3.27,36,33,1.3,0,0,0,0,25,2.95,42,5.73,0,0.35,25,0,0.7,1
0,0,0,0,25,2.95,42,5.73,0,0.35,25,0,0.7,0,0,0,0,25,2.44,59,1.64,0,3.27,36,33,1.3,0
0,0,0,0,25,4.67,56,4.02,0,1.43,53,47,0.6,0,0,0,0,25,5.59,46,5.77,0,0.85,41,74,0.8,1
0,0,0,0,25,5.59,46,5.77,0,0.85,41,74,0.8,0,0,0,0,25,4.67,56,4.02,0,1.43,53,47,0.6,0
0,0,0,0,25,5.58,54,3.54,0,0.31,28,82,0.3,0,0,0,0,25,3.19,49,5.04,0,0.44,22,50,0.6,1
0,0,0,0,25,3.19,49,5.04,0,0.44,22,50,0.6,0,0,0,0,25,5.58,54,3.54,0,0.31,28,82,0.3,0
0,0,0,0,25,5.05,51,5.22,0,0.99,53,62,0.7,0,0,0,0,25,3.15,61,1.09,0,4.81,65,82,0.6,1
0,0,0,0,25,3.15,61,1.09,0,4.81,65,82,0.6,0,0,0,0,25,5.05,51,5.22,0,0.99,53,62,0.7,0
0,0,0,0,25,3.99,48,2.66,0,4.67,48,61,0.2,0,0,0,0,25,4.41,52,2.21,0,2.51,29,42,0.7,1
0,0,0,0,25,4.41,52,2.21,0,2.51,29,42,0.7,0,0,0,0,25,3.99,48,2.66,0,4.67,48,61,0.2,0
0,0,0,0,25,5.12,52,4.11,0,0.77,17,53,0.4,0,0,0,0,25,4.47,47,3.26,0,0.79,39,73,0.6,1
0,0,0,0,25,4.47,47,3.26,0,0.79,39,73,0.6,0,0,0,0,25,5.12,52,4.11,0,0.77,17,53,0.4,0
0,0,0,0,25,3.54,48,4.05,0,1.71,24,80,0.1,0,0,0,0,25,3.11,45,3.37,0,3.27,42,72,0.8,1
0,0,0,0,25,3.11,45,3.37,0,3.27,42,72,0.8,0,0,0,0,25,3.54,48,4.05,0,1.71,24,80,0.1,0
0,0,0,0,25,8.1,54,5.24,0,1.11,63,80,0.0,0,0,0,0,25,3.52,45,4.29,0,4.06,47,73,0.8,1
0,0,0,0,25,3.52,45,4.29,0,4.06,47,73,0.8,0,0,0,0,25,8.1,54,5.24,0,1.11,63,80,0.0,0
0,0,0,0,25,1.81,39,1.66,0,3.3,48,61,1.1,0,0,0,0,25,3.75,48,3.66,0,1.37,40,69,0.3,1
0,0,0,0,25,3.75,48,3.66,0,1.37,40,69,0.3,0,0,0,0,25,1.81,39,1.66,0,3.3,48,61,1.1,0
0,0,0,0,25,4.53,51,2.96,0,2.59,34,55,2.2,0,0,0,0,25,2.63,33,3.0,0,3.1,35,66,0.6,1
0,0,0,0,25,2.63,33,3.0,0,3.1,35,66,0.6,0,0,0,0,25,4.53,51,2.96,0,2.59,34,55,2.2,0
0,0,0,0,25,5.37,46,4.89,0,0.56,45,81,0.2,0,0,0,0,25,5.02,50,3.68,0,0.43,33,36,0.4,1
0,0,0,0,25,5.02,50,3.68,0,0.43,33,36,0.4,0,0,0,0,25,5.37,46,4.89,0,0.56,45,81,0.2,0
0,0,0,0,25,5.11,54,4.13,0,1.61,49,84,0.1,0,0,0,0,25,2.82,54,3.64,0,1.69,35,58,1.4,1
0,0,0,0,25,2.82,54,3.64,0,1.69,35,58,1.4,0,0,0,0,25,5.11,54,4.13,0,1.61,49,84,0.1,0
0,0,0,0,25,4.69,45,3.23,0,0.84,73,64,0.0,0,0,0,0,25,4.18,36,5.29,0,2.74,37,81,0.1,1
0,0,0,0,25,4.18,36,5.29,0,2.74,37,81,0.1,0,0,0,0,25,4.69,45,3.23,0,0.84,73,64,0.0,0
0,0,0,0,25,3.38,49,2.9,0,1.08,32,72,0.0,0,0,0,0,25,4.49,46,5.82,0,0.42,30,73,0.0,1
0,0,0,0,25,4.49,46,5.82,0,0.42,30,73,0.0,0,0,0,0,25,3.38,49,2.9,0,1.08,32,72,0.0,0
0,0,0,0,25,3.46,46,5.5,0,0.56,18,60,0.3,0,0,0,0,25,6.38,52,1.86,0,1.61,75,100,1.1,1
0,0,0,0,25,6.38,52,1.86,0,1.61,75,100,1.1,0,0,0,0,25,3.46,46,5.5,0,0.56,18,60,0.3,0
0,0,0,0,25,6.77,55,4.21,0,0.58,60,85,0.2,0,0,0,0,25,4.95,48,4.22,0,0.5,29,80,0.1,1
0,0,0,0,25,4.95,48,4.22,0,0.5,29,80,0.1,0,0,0,0,25,6.77,55,4.21,0,0.58,60,85,0.2,0
0,0,0,0,25,10.91,64,4.55,0,0.0,0,50,0.0,0,0,0,0,25,6.44,50,7.23,0,0.0,0,50,0.0,1
0,0,0,0,25,6.44,50,7.23,0,0.0,0,50,0.0,0,0,0,0,25,10.91,64,4.55,0,0.0,0,50,0.0,0
0,0,0,0,25,1.88,44,1.32,0,4.75,55,66,0.5,0,0,0,0,25,1.75,38,2.3,0,1.65,75,73,0.3,1
0,0,0,0,25,1.75,38,2.3,0,1.65,75,73,0.3,0,0,0,0,25,1.88,44,1.32,0,4.75,55,66,0.5,0
0,0,0,0,25,4.54,66,3.13,0,0.46,14,81,0.0,0,0,0,0,25,4.05,52,2.64,0,0.92,33,50,0.5,1
0,0,0,0,25,4.05,52,2.64,0,0.92,33,50,0.5,0,0,0,0,25,4.54,66,3.13,0,0.46,14,81,0.0,0
0,0,0,0,25,3.48,39,3.24,0,0.37,16,58,0.0,0,0,0,0,25,5.43,50,1.76,0,1.08,100,66,0.0,1
0,0,0,0,25,5.43,50,1.76,0,1.08,100,66,0.0,0,0,0,0,25,3.48,39,3.24,0,0.37,16,58,0.0,0
0,0,0,0,25,3.83,45,3.5,0,1.56,21,65,0.2,0,0,0,0,25,3.13,38,3.29,0,2.42,31,52,2.4,1
0,0,0,0,25,3.13,38,3.29,0,2.42,31,52,2.4,0,0,0,0,25,3.83,45,3.5,0,1.56,21,65,0.2,0
0,0,0,0,25,3.73,50,3.42,0,1.85,50,100,0.0,0,0,0,0,25,3.33,31,3.4,0,0.0,0,100,1.0,1
0,0,0,0,25,3.33,31,3.4,0,0.0,0,100,1.0,0,0,0,0,25,3.73,50,3.42,0,1.85,50,100,0.0,0
0,0,0,0,25,5.4,50,4.27,0,0.84,25,77,0.0,0,0,0,0,25,2.7,37,4.53,0,3.15,35,100,0.5,1
0,0,0,0,25,2.7,37,4.53,0,3.15,35,100,0.5,0,0,0,0,25,5.4,50,4.27,0,0.84,25,77,0.0,0
0,0,0,0,25,3.64,37,4.5,0,0.0,0,82,0.0,0,0,0,0,25,3.86,29,5.64,0,0.0,0,45,0.0,1
0,0,0,0,25,3.86,29,5.64,0,0.0,0,45,0.0,0,0,0,0,25,3.64,37,4.5,0,0.0,0,82,0.0,0
0,0,0,0,25,4.38,58,2.24,0,1.89,45,95,0.5,0,0,0,0,25,4.67,52,4.01,0,1.74,34,65,0.0,1
0,0,0,0,25,4.67,52,4.01,0,1.74,34,65,0.0,0,0,0,0,25,4.38,58,2.24,0,1.89,45,95,0.5,0
0,0,0,0,25,3.4,55,3.21,0,2.25,40,56,2.7,0,0,0,0,25,4.04,49,4.52,0,1.96,41,61,0.6,1
0,0,0,0,25,4.04,49,4.52,0,1.96,41,61,0.6,0,0,0,0,25,3.4,55,3.21,0,2.25,40,56,2.7,0
0,0,0,0,25,2.36,59,2.11,0,3.34,53,100,2.9,0,0,0,0,25,2.52,44,3.03,0,1.52,20,37,1.4,1
0,0,0,0,25,2.52,44,3.03,0,1.52,20,37,1.4,0,0,0,0,25,2.36,59,2.11,0,3.34,53,100,2.9,0
0,0,0,0,25,4.04,47,4.87,0,1.86,43,80,0.7,0,0,0,0,25,3.04,38,3.14,0,2.79,50,0,1.9,1
0,0,0,0,25,3.04,38,3.14,0,2.79,50,0,1.9,0,0,0,0,25,4.04,47,4.87,0,1.86,43,80,0.7,0
0,0,0,0,25,4.54,58,4.59,0,0.0,0,100,0.0,0,0,0,0,25,5.57,41,4.12,0,0.0,0,54,0.0,1
0,0,0,0,25,5.57,41,4.12,0,0.0,0,54,0.0,0,0,0,0,25,4.54,58,4.59,0,0.0,0,100,0.0,0
0,0,0,0,25,6.06,48,2.83,0,0.46,33,100,0.5,0,0,0,0,25,4.44,49,4.09,0,0.38,35,68,0.1,1
0,0,0,0,25,4.44,49,4.09,0,0.38,35,68,0.1,0,0,0,0,25,6.06,48,2.83,0,0.46,33,100,0.5,0
0,0,0,0,25,2.92,42,3.44,0,1.5,45,48,1.7,0,0,0,0,25,2.96,42,3.47,0,2.3,32,37,1.2,1
0,0,0,0,25,2.96,42,3.47,0,2.3,32,37,1.2,0,0,0,0,25,2.92,42,3.44,0,1.5,45,48,1.7,0
0,0,0,0,25,5.24,50,4.73,0,1.08,30,52,0.5,0,0,0,0,25,4.56,49,6.44,0,0.0,0,71,0.0,1
0,0,0,0,25,4.56,49,6.44,0,0.0,0,71,0.0,0,0,0,0,25,5.24,50,4.73,0,1.08,30,52,0.5,0
0,0,0,0,25,3.6,48,3.31,0,1.39,33,75,0.1,0,0,0,0,25,3.36,53,2.96,0,0.0,0,69,0.0,1
0,0,0,0,25,3.36,53,2.96,0,0.0,0,69,0.0,0,0,0,0,25,3.6,48,3.31,0,1.39,33,75,0.1,0
0,0,0,0,25,2.26,44,4.04,0,1.51,35,44,1.5,0,0,0,0,25,3.5,49,4.72,0,1.15,32,37,1.6,1
0,0,0,0,25,3.5,49,4.72,0,1.15,32,37,1.6,0,0,0,0,25,2.26,44,4.04,0,1.51,35,44,1.5,0
0,0,0,0,25,4.26,49,2.25,0,2.16,50,72,0.0,0,0,0,0,25,3.71,38,5.68,0,2.21,24,50,0.0,1
0,0,0,0,25,3.71,38,5.68,0,2.21,24,50,0.0,0,0,0,0,25,4.26,49,2.25,0,2.16,50,72,0.0,0
0,0,0,0,25,2.6,49,2.45,0,4.37,35,100,0.4,0,0,0,0,25,3.12,45,3.48,0,0.93,41,55,0.3,1
0,0,0,0,25,3.12,45,3.48,0,0.93,41,55,0.3,0,0,0,0,25,2.6,49,2.45,0,4.37,35,100,0.4,0
0,0,0,0,25,3.6,54,4.79,0,0.25,100,83,0.0,0,0,0,0,25,3.43,46,2.48,0,2.12,38,53,0.2,1
0,0,0,0,25,3.43,46,2.48,0,2.12,38,53,0.2,0,0,0,0,25,3.6,54,4.79,0,0.25,100,83,0.0,0
0,0,0,0,25,3.25,60,2.21,0,4.74,38,66,1.4,0,0,0,0,25,3.05,45,3.43,0,1.86,31,42,1.4,1
0,0,0,0,25,3.05,45,3.43,0,1.86,31,42,1.4,0,0,0,0,25,3.25,60,2.21,0,4.74,38,66,1.4,0
0,0,0,0,25,3.28,49,2.4,0,0.66,100,42,0.0,0,0,0,0,25,1.91,38,3.46,0,2.29,66,64,0.8,1
0,0,0,0,25,1.91,38,3.46,0,2.29,66,64,0.8,0,0,0,0,25,3.28,49,2.4,0,0.66,100,42,0.0,0
0,0,0,0,25,2.86,48,2.86,0,2.74,40,41,0.9,0,0,0,0,25,3.29,39,4.06,0,2.33,37,71,0.2,1
0,0,0,0,25,3.29,39,4.06,0,2.33,37,71,0.2,0,0,0,0,25,2.86,48,2.86,0,2.74,40,41,0.9,0
0,0,0,0,25,5.29,54,3.84,0,0.75,33,82,0.0,0,0,0,0,25,5.35,57,4.8,0,0.92,12,45,0.0,1
0,0,0,0,25,5.35,57,4.8,0,0.92,12,45,0.0,0,0,0,0,25,5.29,54,3.84,0,0.75,33,82,0.0,0
0,0,0,0,25,4.59,50,3.04,0,1.19,36,67,0.8,0,0,0,0,25,5.54,43,5.51,0,0.31,22,74,0.2,1
0,0,0,0,25,5.54,43,5.51,0,0.31,22,74,0.2,0,0,0,0,25,4.59,50,3.04,0,1.19,36,67,0.8,0
0,0,0,0,25,4.26,41,3.52,0,0.75,20,68,0.5,0,0,0,0,25,2.4,37,8.8,0,0.0,0,0,0.0,1
0,0,0,0,25,2.4,37,8.8,0,0.0,0,0,0.0,0,0,0,0,25,4.26,41,3.52,0,0.75,20,68,0.5,0
0,0,0,0,25,3.11,49,3.66,0,0.49,12,100,0.0,0,0,0,0,25,3.77,42,4.24,0,1.01,57,45,0.4,1
0,0,0,0,25,3.77,42,4.24,0,1.01,57,45,0.4,0,0,0,0,25,3.11,49,3.66,0,0.49,12,100,0.0,0
0,0,0,0,25,4.7,46,4.15,0,1.56,36,71,1.6,0,0,0,0,25,4.32,46,3.91,0,2.17,37,76,0.0,1
0,0,0,0,25,4.32,46,3.91,0,2.17,37,76,0.0,0,0,0,0,25,4.7,46,4.15,0,1.56,36,71,1.6,0
0,0,0,0,25,2.77,46,8.16,0,2.62,75,83,1.3,0,0,0,0,25,1.29,50,5.79,0,0.84,11,50,0.8,1
0,0,0,0,25,1.29,50,5.79,0,0.84,11,50,0.8,0,0,0,0,25,2.77,46,8.16,0,2.62,75,83,1.3,0
0,0,0,0,25,3.43,56,3.26,0,1.53,37,85,0.0,0,0,0,0,25,1.89,37,6.0,0,0.0,0,33,0.0,1
0,0,0,0,25,1.89,37,6.0,0,0.0,0,33,0.0,0,0,0,0,25,3.43,56,3.26,0,1.53,37,85,0.0,0
0,0,0,0,25,3.96,44,3.62,0,1.51,44,64,0.4,0,0,0,0,25,2.72,34,3.71,0,1.39,32,50,0.5,1
0,0,0,0,25,2.72,34,3.71,0,1.39,32,50,0.5,0,0,0,0,25,3.96,44,3.62,0,1.51,44,64,0.4,0
0,0,0,0,25,5.24,44,4.21,0,1.86,31,80,0.8,0,0,0,0,25,3.71,42,3.48,0,1.46,50,61,0.4,1
0,0,0,0,25,3.71,42,3.48,0,1.46,50,61,0.4,0,0,0,0,25,5.24,44,4.21,0,1.86,31,80,0.8,0
0,0,0,0,25,3.34,43,3.72,0,1.07,42,0,0.7,0,0,0,0,25,5.82,53,2.87,0,0.0,0,82,0.0,1
0,0,0,0,25,5.82,53,2.87,0,0.0,0,82,0.0,0,0,0,0,25,3.34,43,3.72,0,1.07,42,0,0.7,0
0,0,0,0,25,3.71,45,3.63,0,2.61,44,75,0.6,0,0,0,0,25,4.04,41,3.87,0,0.52,55,68,0.3,1
0,0,0,0,25,4.04,41,3.87,0,0.52,55,68,0.3,0,0,0,0,25,3.71,45,3.63,0,2.61,44,75,0.6,0
0,0,0,0,25,3.14,45,3.14,0,2.26,41,46,1.3,0,0,0,0,25,6.02,47,5.57,0,0.21,25,67,0.1,1
0,0,0,0,25,6.02,47,5.57,0,0.21,25,67,0.1,0,0,0,0,25,3.14,45,3.14,0,2.26,41,46,1.3,0
0,0,0,0,25,4.09,47,2.96,0,2.08,56,16,0.7,0,0,0,0,25,3.17,54,2.39,0,1.07,50,72,0.3,1
0,0,0,0,25,3.17,54,2.39,0,1.07,50,72,0.3,0,0,0,0,25,4.09,47,2.96,0,2.08,56,16,0.7,0
0,0,0,0,25,4.42,46,4.13,0,0.14,14,83,0.0,0,0,0,0,25,5.38,41,6.29,0,0.48,16,82,0.5,1
0,0,0,0,25,5.38,41,6.29,0,0.48,16,82,0.5,0,0,0,0,25,4.42,46,4.13,0,0.14,14,83,0.0,0
0,0,0,0,25,5.43,48,4.27,0,0.34,21,47,0.6,0,0,0,0,25,7.17,53,5.19,0,1.04,42,81,0.3,1
0,0,0,0,25,7.17,53,5.19,0,1.04,42,81,0.3,0,0,0,0,25,5.43,48,4.27,0,0.34,21,47,0.6,0
0,0,0,0,25,3.07,50,1.8,0,2.09,30,59,1.3,0,0,0,0,25,3.6,58,2.31,0,3.22,39,74,0.6,1
0,0,0,0,25,3.6,58,2.31,0,3.22,39,74,0.6,0,0,0,0,25,3.07,50,1.8,0,2.09,30,59,1.3,0
0,0,0,0,25,3.78,51,2.13,0,4.49,55,28,0.9,0,0,0,0,25,3.71,47,4.34,0,1.02,37,60,0.5,1
0,0,0,0,25,3.71,47,4.34,0,1.02,37,60,0.5,0,0,0,0,25,3.78,51,2.13,0,4.49,55,28,0.9,0
0,0,0,0,25,4.49,39,4.26,0,1.58,25,20,1.3,0,0,0,0,25,5.35,53,3.64,0,1.1,50,64,0.6,1
0,0,0,0,25,5.35,53,3.64,0,1.1,50,64,0.6,0,0,0,0,25,4.49,39,4.26,0,1.58,25,20,1.3,0
0,0,0,0,25,3.61,45,3.18,0,2.13,37,69,0.6,0,0,0,0,25,3.11,46,2.76,0,0.68,30,38,0.5,1
0,0,0,0,25,3.11,46,2.76,0,0.68,30,38,0.5,0,0,0,0,25,3.61,45,3.18,0,2.13,37,69,0.6,0
0,0,0,0,25,2.72,51,2.58,0,1.0,36,72,0.2,0,0,0,0,25,1.91,41,2.05,0,2.12,38,61,0.8,1
0,0,0,0,25,1.91,41,2.05,0,2.12,38,61,0.8,0,0,0,0,25,2.72,51,2.58,0,1.0,36,72,0.2,0
0,0,0,0,25,4.69,47,3.84,0,2.02,61,92,1.1,0,0,0,0,25,7.16,47,4.76,0,0.25,53,83,0.3,1
0,0,0,0,25,7.16,47,4.76,0,0.25,53,83,0.3,0,0,0,0,25,4.69,47,3.84,0,2.02,61,92,1.1,0
0,0,0,0,25,5.36,58,3.25,0,4.31,46,100,2.8,0,0,0,0,25,4.54,43,3.41,0,0.8,38,81,0.0,1
0,0,0,0,25,4.54,43,3.41,0,0.8,38,81,0.0,0,0,0,0,25,5.36,58,3.25,0,4.31,46,100,2.8,0
0,0,0,0,25,3.66,52,2.46,0,0.8,22,87,0.0,0,0,0,0,25,4.16,50,2.91,0,0.66,23,85,0.1,1
0,0,0,0,25,4.16,50,2.91,0,0.66,23,85,0.1,0,0,0,0,25,3.66,52,2.46,0,0.8,22,87,0.0,0
0,0,0,0,25,4.53,54,2.48,0,1.45,54,52,0.5,0,0,0,0,25,3.67,45,3.55,0,0.94,25,58,0.2,1
0,0,0,0,25,3.67,45,3.55,0,0.94,25,58,0.2,0,0,0,0,25,4.53,54,2.48,0,1.45,54,52,0.5,0
0,0,0,0,25,5.87,62,4.13,0,0.0,0,72,0.0,0,0,0,0,25,5.84,53,3.31,0,0.17,33,41,0.0,1
0,0,0,0,25,5.84,53,3.31,0,0.17,33,41,0.0,0,0,0,0,25,5.87,62,4.13,0,0.0,0,72,0.0,0
0,0,0,0,25,7.84,50,4.43,0,0.0,0,83,0.0,0,0,0,0,25,3.28,43,14.43,0,0.0,0,0,0.0,1
0,0,0,0,25,3.28,43,14.43,0,0.0,0,0,0.0,0,0,0,0,25,7.84,50,4.43,0,0.0,0,83,0.0,0
0,0,0,0,25,5.05,51,5.44,0,0.56,50,87,0.1,0,0,0,0,25,3.48,47,3.23,0,1.95,35,54,0.6,1
0,0,0,0,25,3.48,47,3.23,0,1.95,35,54,0.6,0,0,0,0,25,5.05,51,5.44,0,0.56,50,87,0.1,0
0,0,0,0,25,4.7,48,4.13,0,3.84,75,45,0.8,0,0,0,0,25,3.42,48,3.39,0,5.36,43,40,0.4,1
0,0,0,0,25,3.42,48,3.39,0,5.36,43,40,0.4,0,0,0,0,25,4.7,48,4.13,0,3.84,75,45,0.8,0
0,0,0,0,25,3.21,48,3.68,0,2.65,57,100,0.2,0,0,0,0,25,3.54,49,3.54,0,1.14,23,53,0.8,1
0,0,0,0,25,3.54,49,3.54,0,1.14,23,53,0.8,0,0,0,0,25,3.21,48,3.68,0,2.65,57,100,0.2,0
0,0,0,0,25,5.37,46,4.89,0,0.56,45,81,0.2,0,0,0,0,25,4.21,47,6.53,0,0.0,0,33,0.0,1
0,0,0,0,25,4.21,47,6.53,0,0.0,0,33,0.0,0,0,0,0,25,5.37,46,4.89,0,0.56,45,81,0.2,0
0,0,0,0,25,4.36,55,2.57,0,3.97,44,80,0.5,0,0,0,0,25,3.27,44,2.95,0,0.81,33,73,1.2,1
0,0,0,0,25,3.27,44,2.95,0,0.81,33,73,1.2,0,0,0,0,25,4.36,55,2.57,0,3.97,44,80,0.5,0
0,0,0,0,25,3.41,53,1.52,0,1.6,40,72,0.2,0,0,0,0,25,3.86,48,5.35,0,0.77,22,74,0.0,1
0,0,0,0,25,3.86,48,5.35,0,0.77,22,74,0.0,0,0,0,0,25,3.41,53,1.52,0,1.6,40,72,0.2,0
0,0,0,0,25,4.78,52,3.58,0,3.95,34,91,0.2,0,0,0,0,25,9.65,50,7.73,0,0.78,25,90,0.0,1
0,0,0,0,25,9.65,50,7.73,0,0.78,25,90,0.0,0,0,0,0,25,4.78,52,3.58,0,3.95,34,91,0.2,0
